date,district,base_rate_per_kwh,daily_cost
2022-01-22,District D,0.13405721966694606,6.82
2022-01-22,District E,0.16776932960124027,6.11
2022-01-23,District A,0.1539348044596781,5.7
2022-01-23,District B,0.1557350977395732,7.24
2022-01-23,District C,0.14033178241022515,7.66
2022-01-23,District D,0.18601079005291354,7.11
2022-01-23,District E,0.1588204483317793,4.94
2022-01-24,District A,0.16347246817586114,6.02
2022-01-24,District B,0.14438087302378605,7.91
2022-01-24,District C,0.13454467725335598,11.77
2022-01-24,District D,0.12687283105622563,3.31
2022-01-24,District E,0.17712953127399328,3.77
2022-01-25,District A,0.13569874253502845,6.59
2022-01-25,District B,0.17520602833510382,8.18
2022-01-25,District C,0.1512301156837563,14.47
2022-01-25,District D,0.15326198407917213,9.01
2022-01-25,District E,0.15753419968742174,5.75
2022-01-26,District A,0.14941668065020347,4.72
2022-01-26,District B,0.1280495981778072,5.67
2022-01-26,District C,0.14477054480022766,10.63
2022-01-26,District D,0.17309874885551507,8.5
2022-01-26,District E,0.1732627521175097,3.17
2022-01-27,District A,0.14289794457919955,7.1
2022-01-27,District B,0.15680821012461504,8.36
2022-01-27,District C,0.135475778240955,11.43
2022-01-27,District D,0.13682976652238688,6.75
2022-01-27,District E,0.12184376707252859,2.8
2022-01-28,District A,0.19173972399261957,8.92
2022-01-28,District B,0.1368565332059925,10.22
2022-01-28,District C,0.13820271015491706,10.17
2022-01-28,District D,0.14236811461161053,7.09
2022-01-28,District E,0.13019264573563433,4.8
2022-01-29,District A,0.17114103065450903,5.15
2022-01-29,District B,0.1260114362542069,4.31
2022-01-29,District C,0.130736194106108,5.52
2022-01-29,District D,0.17158053812720744,7.46
2022-01-29,District E,0.14717284963851543,4.44
2022-01-30,District A,0.17663582613609513,3.73
2022-01-30,District B,0.16459397957361138,7.6
2022-01-30,District C,0.14048169384492104,10.02
2022-01-30,District D,0.17206623603914625,5.47
2022-01-30,District E,0.12930189442343046,2.33
2022-01-31,District A,0.16291283064640244,6.14
2022-01-31,District B,0.15497184840360279,9.55
2022-01-31,District C,0.14142988662539527,14.64
2022-01-31,District D,0.16832039981916003,6.3
2022-01-31,District E,0.18970668738722263,4.48
2022-02-01,District A,0.19991237598104616,4.48
2022-02-01,District B,0.16862102149947397,12.36
2022-02-01,District C,0.1523764699463336,12.46
2022-02-01,District D,0.13801656801729612,4.17
2022-02-01,District E,0.14056768715160894,3.09
2022-02-02,District A,0.15835639825198125,6.56
2022-02-02,District B,0.14938221610245675,6.36
2022-02-02,District C,0.19310516180999554,16.28
2022-02-02,District D,0.14946363741245677,6.88
2022-02-02,District E,0.14987556729163484,3.28
2022-02-03,District A,0.15068276099471817,6.43
2022-02-03,District B,0.18692961682941267,6.58
2022-02-03,District C,0.17206306566775215,7.3
2022-02-03,District D,0.16913350802551141,8.34
2022-02-03,District E,0.14673144179070896,2.69
2022-02-04,District A,0.18543233414659516,6.66
2022-02-04,District B,0.12306910890845608,6.4
2022-02-04,District C,0.18966377378704907,15.32
2022-02-04,District D,0.16101999198351435,4.33
2022-02-04,District E,0.15186001878907301,4.95
2022-02-05,District A,0.15977338245741485,7.3
2022-02-05,District B,0.17339324244270649,6.47
2022-02-05,District C,0.12102123412143179,9.5
2022-02-05,District D,0.1897241485166598,8.56
2022-02-05,District E,0.15573916202491142,4.64
2022-02-06,District A,0.14743732157600625,5.79
2022-02-06,District B,0.13105964525072455,7.16
2022-02-06,District C,0.15515722994867537,9.81
2022-02-06,District D,0.15970582170275033,9.04
2022-02-06,District E,0.15229173555947823,2.7
2022-02-07,District A,0.17429280750615178,3.76
2022-02-07,District B,0.15367172230073808,9.8
2022-02-07,District C,0.19691340622772588,12.23
2022-02-07,District D,0.16794220142588734,4.38
2022-02-07,District E,0.1845982348521527,4.41
2022-02-08,District A,0.1287484722487583,5.27
2022-02-08,District B,0.15178330343567245,10.55
2022-02-08,District C,0.1469478161157722,12.96
2022-02-08,District D,0.16555859105092735,5.03
2022-02-08,District E,0.18888908160491408,6.69
2022-02-09,District A,0.12626705742096053,4.09
2022-02-09,District B,0.12580598384357686,8.16
2022-02-09,District C,0.1880254166526079,18.01
2022-02-09,District D,0.1370280068830686,5.4
2022-02-09,District E,0.1735002603559851,5.92
2022-02-10,District A,0.1634302505888644,7.7
2022-02-10,District B,0.18663148759097836,12.54
2022-02-10,District C,0.1300071127869123,12.18
2022-02-10,District D,0.1303826372578089,3.18
2022-02-10,District E,0.16454546882226462,2.99
2022-02-11,District A,0.19571029226866968,9.96
2022-02-11,District B,0.15319982066966034,8.98
2022-02-11,District C,0.1461553680203756,10.27
2022-02-11,District D,0.16853514585583088,6.34
2022-02-11,District E,0.1944358880436025,6.96
2022-02-12,District A,0.18695422662756989,8.17
2022-02-12,District B,0.1996386888586576,10.42
2022-02-12,District C,0.12180548665619016,8.89
2022-02-12,District D,0.12902865157702098,7.23
2022-02-12,District E,0.16875742106932978,3.17
2022-02-13,District A,0.18564611514670798,7.95
2022-02-13,District B,0.14281954738454133,4.94
2022-02-13,District C,0.1391368870427375,11.42
2022-02-13,District D,0.18295806395049607,9.81
2022-02-13,District E,0.12451054830825853,2.24
2022-02-14,District A,0.1495506118066068,7.79
2022-02-14,District B,0.16046473780738638,7.86
2022-02-14,District C,0.16482789394802588,16.76
2022-02-14,District D,0.17828921254342217,9.57
2022-02-14,District E,0.14838765787445266,2.8
2022-02-15,District A,0.1690147475739686,6.22
2022-02-15,District B,0.16683003382327652,11.81
2022-02-15,District C,0.16380928805229977,11.4
2022-02-15,District D,0.17123866345137698,7.0
2022-02-15,District E,0.1407559336854461,2.66
2022-02-16,District A,0.12677190028677032,5.01
2022-02-16,District B,0.12954173376317948,7.29
2022-02-16,District C,0.1379665906123121,8.62
2022-02-16,District D,0.16001583484182283,8.85
2022-02-16,District E,0.1872354200436816,7.32
2022-02-17,District A,0.17610346736707072,8.65
2022-02-17,District B,0.18312324833616378,12.84
2022-02-17,District C,0.14807804991408732,14.75
2022-02-17,District D,0.152372299331884,6.69
2022-02-17,District E,0.151494550879249,4.33
2022-02-18,District A,0.1353498547523601,5.81
2022-02-18,District B,0.12489733265148575,7.64
2022-02-18,District C,0.16727328742617814,16.53
2022-02-18,District D,0.19913733467364692,7.13
2022-02-18,District E,0.13334637639602104,5.23
2022-02-19,District A,0.1237347855919419,4.78
2022-02-19,District B,0.18236253454591464,7.02
2022-02-19,District C,0.14020688053477792,8.58
2022-02-19,District D,0.18637150442823427,4.99
2022-02-19,District E,0.17631493336276124,7.0
2022-02-20,District A,0.19565388296406439,7.06
2022-02-20,District B,0.15271417886053376,10.17
2022-02-20,District C,0.17295758715605075,8.61
2022-02-20,District D,0.15718838246506167,8.43
2022-02-20,District E,0.17044709578468348,5.69
2022-02-21,District A,0.15596791248061898,5.33
2022-02-21,District B,0.135090579713926,9.78
2022-02-21,District C,0.16063179328027047,7.02
2022-02-21,District D,0.1622867361149954,9.06
2022-02-21,District E,0.1848483078608129,3.81
2022-02-22,District A,0.1788416564634865,5.62
2022-02-22,District B,0.17310332991531552,11.75
2022-02-22,District C,0.1290709676442058,8.79
2022-02-22,District D,0.17764930325309722,6.0
2022-02-22,District E,0.1600244125083612,5.89
2022-02-23,District A,0.19152796288849275,9.58
2022-02-23,District B,0.19358967473044342,10.65
2022-02-23,District C,0.12441252724814283,12.03
2022-02-23,District D,0.1856513248283583,6.11
2022-02-23,District E,0.12301579123381365,2.35
2022-02-24,District A,0.1493735700556018,5.71
2022-02-24,District B,0.16338399804968634,9.84
2022-02-24,District C,0.1318480638901702,8.11
2022-02-24,District D,0.17970510500552617,8.66
2022-02-24,District E,0.12066837633377109,4.16
2022-02-25,District A,0.13348792387472294,6.38
2022-02-25,District B,0.16646374638827804,9.65
2022-02-25,District C,0.1771510049629834,11.94
2022-02-25,District D,0.1933314482155133,5.08
2022-02-25,District E,0.1764397321547699,5.72
2022-02-26,District A,0.1737423416203893,4.59
2022-02-26,District B,0.15154729170805314,4.65
2022-02-26,District C,0.12010275404214411,9.06
2022-02-26,District D,0.12961274069884976,5.15
2022-02-26,District E,0.16276436358048313,3.97
2022-02-27,District A,0.17401039086755357,7.57
2022-02-27,District B,0.153395862711717,8.9
2022-02-27,District C,0.17845432092227123,17.31
2022-02-27,District D,0.1617489836265743,9.28
2022-02-27,District E,0.12593409564754499,2.8
2022-02-28,District A,0.1353613000774359,7.03
2022-02-28,District B,0.18719985785951543,8.8
2022-02-28,District C,0.17799301972995518,10.16
2022-02-28,District D,0.1915809589609996,5.77
2022-02-28,District E,0.1294045799296749,2.67
2022-03-01,District A,0.19921780276920592,7.81
2022-03-01,District B,0.1367525371159947,6.24
2022-03-01,District C,0.12094239010293135,8.27
2022-03-01,District D,0.19979383512428434,6.03
2022-03-01,District E,0.14248591083560905,2.42
2022-03-02,District A,0.1734415562010048,4.93
2022-03-02,District B,0.13413458513410442,4.56
2022-03-02,District C,0.16641828257593133,11.25
2022-03-02,District D,0.19232279891636475,7.14
2022-03-02,District E,0.1456144933942751,4.75
2022-03-03,District A,0.17362031808354875,7.64
2022-03-03,District B,0.13503228710387333,4.55
2022-03-03,District C,0.16998363189749802,16.2
2022-03-03,District D,0.1469160281454008,5.0
2022-03-03,District E,0.13689666068703613,4.65
2022-03-04,District A,0.1450545640562908,4.0
2022-03-04,District B,0.13430728548062396,7.31
2022-03-04,District C,0.19215328862703063,12.53
2022-03-04,District D,0.1517749509053703,8.12
2022-03-04,District E,0.13962234439794938,3.24
2022-03-05,District A,0.15587262728127463,7.31
2022-03-05,District B,0.14564289334451963,7.85
2022-03-05,District C,0.1795535403050661,11.99
2022-03-05,District D,0.19769759295083955,6.46
2022-03-05,District E,0.15504269253581174,3.89
2022-03-06,District A,0.18888267199777925,5.61
2022-03-06,District B,0.16526904588476957,7.39
2022-03-06,District C,0.13257885320753868,12.38
2022-03-06,District D,0.17524981936650733,8.48
2022-03-06,District E,0.1610747597700656,4.51
2022-03-07,District A,0.17204852186016828,6.52
2022-03-07,District B,0.1911749930057332,12.75
2022-03-07,District C,0.15523476565248367,7.76
2022-03-07,District D,0.19209420985738845,7.47
2022-03-07,District E,0.1800535211425324,5.62
2022-03-08,District A,0.15908839407023878,7.89
2022-03-08,District B,0.1682577708526371,6.85
2022-03-08,District C,0.14604649060152092,7.19
2022-03-08,District D,0.19868778397910195,5.92
2022-03-08,District E,0.1733880930440317,3.95
2022-03-09,District A,0.12350774819973039,5.79
2022-03-09,District B,0.1461297524598407,7.83
2022-03-09,District C,0.1698651547007246,16.8
2022-03-09,District D,0.12450666222393918,4.77
2022-03-09,District E,0.12191073530553141,4.49
2022-03-10,District A,0.1560019391622242,4.32
2022-03-10,District B,0.1466152143754136,8.81
2022-03-10,District C,0.15506388864265327,11.38
2022-03-10,District D,0.14101546479040042,4.81
2022-03-10,District E,0.13317741975543848,2.73
2022-03-11,District A,0.175131468558427,6.02
2022-03-11,District B,0.16116568930142405,6.93
2022-03-11,District C,0.13601233689994935,10.95
2022-03-11,District D,0.14556715410079987,6.87
2022-03-11,District E,0.1673446326130661,4.84
2022-03-12,District A,0.12577834786179823,2.72
2022-03-12,District B,0.13179624074129437,4.74
2022-03-12,District C,0.1258596483285912,12.51
2022-03-12,District D,0.18498538661712952,9.84
2022-03-12,District E,0.18019273865696075,5.84
2022-03-13,District A,0.18026503455034057,6.83
2022-03-13,District B,0.17730602747808225,8.6
2022-03-13,District C,0.17355083389358955,16.63
2022-03-13,District D,0.15815935323025399,9.28
2022-03-13,District E,0.1713822530805692,5.74
2022-03-14,District A,0.12306892438303797,3.29
2022-03-14,District B,0.16971715381254276,11.29
2022-03-14,District C,0.18223021644295018,17.31
2022-03-14,District D,0.16002866883075123,8.85
2022-03-14,District E,0.14860106627417896,3.11
2022-03-15,District A,0.14219413878407833,6.31
2022-03-15,District B,0.17142416401296662,9.17
2022-03-15,District C,0.1754240958903927,16.24
2022-03-15,District D,0.1896774079890034,10.13
2022-03-15,District E,0.14738672659687926,3.68
2022-03-16,District A,0.18158178459084684,5.27
2022-03-16,District B,0.16490846593514705,8.67
2022-03-16,District C,0.19062691925424635,17.92
2022-03-16,District D,0.16222496866364966,7.07
2022-03-16,District E,0.16141038627183737,5.0
2022-03-17,District A,0.16623016651527273,8.01
2022-03-17,District B,0.17994522841139476,8.12
2022-03-17,District C,0.19717523830627687,17.27
2022-03-17,District D,0.12588506833726124,5.44
2022-03-17,District E,0.12427476819128137,4.34
2022-03-18,District A,0.1950040269925871,6.01
2022-03-18,District B,0.16239005004145649,10.83
2022-03-18,District C,0.1691922411653549,13.18
2022-03-18,District D,0.1585938881275783,9.25
2022-03-18,District E,0.12749259620859796,4.78
2022-03-19,District A,0.18144715027349334,8.24
2022-03-19,District B,0.17977797160708697,8.61
2022-03-19,District C,0.14493626571942497,7.1
2022-03-19,District D,0.14449913961827204,7.22
2022-03-19,District E,0.18702731047244148,5.87
2022-03-20,District A,0.12578858061930612,4.57
2022-03-20,District B,0.19048841186852528,8.69
2022-03-20,District C,0.14053293519167315,13.28
2022-03-20,District D,0.16743877982043953,6.43
2022-03-20,District E,0.1948795343201422,7.54
2022-03-21,District A,0.17424980012293173,6.88
2022-03-21,District B,0.15315438499736292,9.25
2022-03-21,District C,0.1751627367124332,16.97
2022-03-21,District D,0.14751837090530961,6.87
2022-03-21,District E,0.14218067330793488,5.69
2022-03-22,District A,0.19973466223477437,4.91
2022-03-22,District B,0.18006321849438303,10.32
2022-03-22,District C,0.1715775981905454,14.45
2022-03-22,District D,0.1484231714575455,8.5
2022-03-22,District E,0.12393286633240384,2.32
2022-03-23,District A,0.12248455008281245,5.54
2022-03-23,District B,0.16433450043590392,11.73
2022-03-23,District C,0.1809626176831241,12.87
2022-03-23,District D,0.1629903352355084,6.26
2022-03-23,District E,0.18726280575512916,4.49
2022-03-24,District A,0.12267412264745772,2.47
2022-03-24,District B,0.14934016611407522,7.15
2022-03-24,District C,0.13896563129393424,13.23
2022-03-24,District D,0.15578183745256977,5.69
2022-03-24,District E,0.1257901114555298,3.38
2022-03-25,District A,0.19633053132568581,6.93
2022-03-25,District B,0.13786043208554888,5.49
2022-03-25,District C,0.1937846220386868,13.25
2022-03-25,District D,0.15407145240293454,5.99
2022-03-25,District E,0.19884193066041744,6.5
2022-03-26,District A,0.16432467067681686,6.56
2022-03-26,District B,0.1944666291340646,14.23
2022-03-26,District C,0.12042791909553782,7.82
2022-03-26,District D,0.179859104494472,10.77
2022-03-26,District E,0.19224405224820124,5.82
2022-03-27,District A,0.13117764535831633,5.58
2022-03-27,District B,0.12769006813857212,8.99
2022-03-27,District C,0.15396580857487646,7.91
2022-03-27,District D,0.19469431249063482,7.98
2022-03-27,District E,0.1633909248152351,2.88
2022-03-28,District A,0.16219651709773858,5.73
2022-03-28,District B,0.13129008946394574,6.87
2022-03-28,District C,0.1200631608874575,9.28
2022-03-28,District D,0.1848112072596369,5.93
2022-03-28,District E,0.12700596503889905,5.16
2022-03-29,District A,0.17070798549882593,4.8
2022-03-29,District B,0.19316931636121532,9.35
2022-03-29,District C,0.1366921530526745,6.75
2022-03-29,District D,0.17322182689895288,8.26
2022-03-29,District E,0.12629588613660075,2.69
2022-03-30,District A,0.16830041150700903,6.77
2022-03-30,District B,0.13311453767625622,4.62
2022-03-30,District C,0.17887628484121426,9.07
2022-03-30,District D,0.14409850358351267,4.7
2022-03-30,District E,0.1570712807043717,3.42
2022-03-31,District A,0.16795444336220974,7.68
2022-03-31,District B,0.13370187285329915,6.4
2022-03-31,District C,0.17933102548940968,9.38
2022-03-31,District D,0.14421122725094515,8.12
2022-03-31,District E,0.1729897487930203,3.13
2022-04-01,District A,0.13266264405594988,2.89
2022-04-01,District B,0.17504941273650804,10.33
2022-04-01,District C,0.13025504582483693,12.79
2022-04-01,District D,0.1540285197015987,5.87
2022-04-01,District E,0.13977648589911015,3.69
2022-04-02,District A,0.1798700199542546,5.04
2022-04-02,District B,0.14096280036054998,6.82
2022-04-02,District C,0.1905373845116317,12.61
2022-04-02,District D,0.19134561691252905,11.12
2022-04-02,District E,0.13571530521782288,2.63
2022-04-03,District A,0.16910767560061796,5.85
2022-04-03,District B,0.12701741133759714,8.38
2022-04-03,District C,0.15132296796813033,6.25
2022-04-03,District D,0.17706573836010178,7.7
2022-04-03,District E,0.17275385974799332,3.84
2022-04-04,District A,0.16997605355252865,8.04
2022-04-04,District B,0.14260326909299548,8.03
2022-04-04,District C,0.15024199595475216,8.89
2022-04-04,District D,0.12823569157602288,7.67
2022-04-04,District E,0.1775218256346881,5.56
2022-04-05,District A,0.16031110374330187,5.87
2022-04-05,District B,0.17670125058765238,11.89
2022-04-05,District C,0.1399154819837498,5.69
2022-04-05,District D,0.1459550582908053,8.23
2022-04-05,District E,0.14673722698080918,4.45
2022-04-06,District A,0.12205939277977729,4.88
2022-04-06,District B,0.14728382982644989,10.47
2022-04-06,District C,0.18426436588144268,11.61
2022-04-06,District D,0.1917838796599791,4.93
2022-04-06,District E,0.1614574652508742,5.44
2022-04-07,District A,0.1564401356175376,5.96
2022-04-07,District B,0.12246596949594962,5.82
2022-04-07,District C,0.1903363470068306,11.67
2022-04-07,District D,0.12104081707406981,4.2
2022-04-07,District E,0.19558000641681694,5.36
2022-04-08,District A,0.15913729989504727,8.04
2022-04-08,District B,0.14735475948597812,6.14
2022-04-08,District C,0.1939374747874128,11.35
2022-04-08,District D,0.12195127944880774,3.3
2022-04-08,District E,0.16651399158952698,5.3
2022-04-09,District A,0.163914601959947,7.06
2022-04-09,District B,0.13754563209691056,4.59
2022-04-09,District C,0.15431099450801686,10.76
2022-04-09,District D,0.17218112047550163,6.84
2022-04-09,District E,0.17817049575055421,6.36
2022-04-10,District A,0.12005734869652637,4.9
2022-04-10,District B,0.19494827440728124,11.03
2022-04-10,District C,0.133162029791425,6.06
2022-04-10,District D,0.13868643473778874,4.01
2022-04-10,District E,0.14107787565550786,3.77
2022-04-11,District A,0.12302561092416282,4.69
2022-04-11,District B,0.129844169887226,8.58
2022-04-11,District C,0.19890799383553298,16.61
2022-04-11,District D,0.14521733899018288,8.32
2022-04-11,District E,0.12922408722712395,3.76
2022-04-12,District A,0.12855930089396986,6.38
2022-04-12,District B,0.17755679741359776,5.65
2022-04-12,District C,0.18836549312261128,17.99
2022-04-12,District D,0.1405561839606776,6.24
2022-04-12,District E,0.1216727609868188,2.04
2022-04-13,District A,0.13784720147562846,3.98
2022-04-13,District B,0.12452125526374058,9.18
2022-04-13,District C,0.12827159493040333,8.79
2022-04-13,District D,0.1545206495878114,8.41
2022-04-13,District E,0.1383934696689306,4.97
2022-04-14,District A,0.16127567028203388,6.11
2022-04-14,District B,0.14027950026057523,4.97
2022-04-14,District C,0.19524298408823582,15.97
2022-04-14,District D,0.19247551743410118,9.64
2022-04-14,District E,0.1653444884008373,3.9
2022-04-15,District A,0.1483539193589909,6.81
2022-04-15,District B,0.15049175056277886,9.2
2022-04-15,District C,0.15294818265155977,12.36
2022-04-15,District D,0.17820634577079553,4.65
2022-04-15,District E,0.15613111964150703,2.7
2022-04-16,District A,0.18853839572047182,6.77
2022-04-16,District B,0.19552758287442917,12.89
2022-04-16,District C,0.14687569227031472,8.96
2022-04-16,District D,0.1648555585100544,6.35
2022-04-16,District E,0.12760452294660515,3.97
2022-04-17,District A,0.1360375238213087,6.73
2022-04-17,District B,0.15307726133681282,7.47
2022-04-17,District C,0.1364962172721423,11.51
2022-04-17,District D,0.19012483926309742,5.32
2022-04-17,District E,0.13266290048472784,3.04
2022-04-18,District A,0.15645286572424735,4.44
2022-04-18,District B,0.16845593923679006,5.44
2022-04-18,District C,0.17534911265286757,12.08
2022-04-18,District D,0.15064554957812054,7.67
2022-04-18,District E,0.1895279254979783,7.71
2022-04-19,District A,0.16546553208623405,3.76
2022-04-19,District B,0.15516062243580414,10.8
2022-04-19,District C,0.12537925072416292,8.53
2022-04-19,District D,0.1571751574756132,4.72
2022-04-19,District E,0.18565886726525843,4.01
2022-04-20,District A,0.16916328145770523,6.68
2022-04-20,District B,0.18657299629832946,9.91
2022-04-20,District C,0.15952093364794445,8.07
2022-04-20,District D,0.12947693640755856,3.97
2022-04-20,District E,0.12109118766687048,2.95
2022-04-21,District A,0.1442575637374873,7.08
2022-04-21,District B,0.1758392377198234,12.61
2022-04-21,District C,0.1832207923153355,9.23
2022-04-21,District D,0.14366022676962636,7.37
2022-04-21,District E,0.15965231367065977,3.15
2022-04-22,District A,0.15368951235472653,4.32
2022-04-22,District B,0.15284182274811423,8.7
2022-04-22,District C,0.13850789705601205,10.87
2022-04-22,District D,0.13090968840235667,7.65
2022-04-22,District E,0.13573508465849704,2.73
2022-04-23,District A,0.12442659097306769,6.06
2022-04-23,District B,0.13585045934588616,9.02
2022-04-23,District C,0.12073607181003035,8.83
2022-04-23,District D,0.17018067205087828,6.59
2022-04-23,District E,0.14531003259101463,3.23
2022-04-24,District A,0.1978515769141527,6.91
2022-04-24,District B,0.13549736406210383,5.41
2022-04-24,District C,0.14766628562476752,6.59
2022-04-24,District D,0.14862729269132266,6.21
2022-04-24,District E,0.12067611968499684,3.64
2022-04-25,District A,0.18713663624315674,5.99
2022-04-25,District B,0.12255955681154597,7.13
2022-04-25,District C,0.19521438677833933,19.01
2022-04-25,District D,0.19136594808748966,9.59
2022-04-25,District E,0.16284175328687708,6.3
2022-04-26,District A,0.16348764599290339,7.37
2022-04-26,District B,0.1723022338364925,10.44
2022-04-26,District C,0.15096400095479096,12.86
2022-04-26,District D,0.17177778267182844,9.57
2022-04-26,District E,0.12358147109507894,2.06
2022-04-27,District A,0.12432381018797813,2.97
2022-04-27,District B,0.15657843356956355,9.94
2022-04-27,District C,0.16396978408848278,14.61
2022-04-27,District D,0.19102541122686553,8.08
2022-04-27,District E,0.1283728507126317,2.94
2022-04-28,District A,0.18581183417551117,9.18
2022-04-28,District B,0.13680378698336557,5.7
2022-04-28,District C,0.15152669188080253,10.97
2022-04-28,District D,0.14532819478619302,4.05
2022-04-28,District E,0.15201242182923191,4.41
2022-04-29,District A,0.13203963984580686,4.2
2022-04-29,District B,0.16028560595228442,12.1
2022-04-29,District C,0.1841314071865094,18.6
2022-04-29,District D,0.15532272083031176,4.32
2022-04-29,District E,0.15924908607185592,5.51
2022-04-30,District A,0.18790140682250517,7.05
2022-04-30,District B,0.17648464917104248,10.22
2022-04-30,District C,0.1592363526815828,14.7
2022-04-30,District D,0.14061565185513436,8.28
2022-04-30,District E,0.19079413974759735,3.64
2022-05-01,District A,0.16616163213524468,3.44
2022-05-01,District B,0.13769180880885548,6.14
2022-05-01,District C,0.14152958021104084,12.2
2022-05-01,District D,0.1842506471148997,7.39
2022-05-01,District E,0.12353164496699644,4.93
2022-05-02,District A,0.1993673749623056,7.02
2022-05-02,District B,0.13042813437718334,9.01
